sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMN18620760	GCA_042465205.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104300	67.5	4104300
SAMN18620759	GCA_042465215.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101153	67.5	4101153
SAMN18620758	GCA_042465225.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102207	67.5	4102207
SAMN18620757	GCA_042465235.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102242	67.5	4102242
SAMN18620756	GCA_042465245.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105207	67.5	4105207
SAMN18620755	GCA_042465265.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112676	67.5	4112676
SAMN18620754	GCA_042465275.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105334	67.5	4105334
SAMN18620753	GCA_042465285.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102191	67.5	4102191
SAMN18620752	GCA_042465295.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110547	67.5	4110547
SAMN18620751	GCA_042465305.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113737	67.5	4113737
SAMN18620750	GCA_042465315.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104187	67.5	4104187
SAMN18620749	GCA_042465365.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101148	67.5	4101148
SAMN18620748	GCA_042465405.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101162	67.5	4101162
SAMN18620747	GCA_042465415.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102204	67.5	4102204
SAMN18620746	GCA_042465425.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108462	67.5	4108462
SAMN18620745	GCA_042465435.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100105	67.5	4100105
SAMN18620744	GCA_042465445.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106392	67.5	4106392
SAMN14488325	GCA_042465455.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102199	67.5	4102199
SAMN14488324	GCA_042465465.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102172	67.5	4102172
SAMN14488323	GCA_042465475.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113917	67.5	4113917
SAMN14488322	GCA_042465485.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109542	67.5	4109542
SAMN14488320	GCA_042465495.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108486	67.5	4108486
SAMN14488319	GCA_042465505.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101125	67.5	4101125
SAMN14488318	GCA_042465515.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103518	67.5	4103518
SAMN14488317	GCA_042465525.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106499	67.5	4106499
SAMN14488316	GCA_042465535.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106449	67.5	4106449
SAMN14488315	GCA_042465545.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103258	67.5	4103258
SAMN14488278	GCA_042465555.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108605	67.5	4108605
SAMN14488257	GCA_042465565.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107606	67.5	4107606
SAMN14488256	GCA_042465575.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107611	67.5	4107611
SAMN14488255	GCA_042465585.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107584	67.5	4107584
SAMN13699968	GCA_042465595.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106379	67.5	4106379
SAMN13699879	GCA_042465605.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109547	67.5	4109547
SAMN13699878	GCA_042465615.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109531	67.5	4109531
SAMN13699877	GCA_042465625.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109572	67.5	4109572
SAMN13699876	GCA_042465635.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109556	67.5	4109556
SAMN43024032	GCA_042610585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	425	3858400	68.0	14957
SAMN43024034	GCA_042610605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	466	3852778	68.0	13406
SAMN43024035	GCA_042610615.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	524	3844037	68.0	12121
SAMN43024031	GCA_042610645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	469	3852265	68.0	13477
SAMN43024033	GCA_042610655.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	845	3788079	67.5	7423
SAMN43024030	GCA_042610685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	529	3843469	68.0	12121
SAMN43024029	GCA_042610705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	605	3830455	68.0	10311
SAMN43024028	GCA_042610725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	584	3825669	68.0	10569
SAMN43024026	GCA_042610745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	558	3842734	68.0	11479
SAMN43024027	GCA_042610755.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	445	3853387	68.0	13981
SAMN43024024	GCA_042610775.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	471	3850963	68.0	13198
SAMN43024025	GCA_042610795.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	472	3836956	68.0	12401
SAMN43024023	GCA_042610825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	486	3837581	68.0	12309
SAMN43024022	GCA_042610845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	511	3849472	68.0	12172
SAMN43024019	GCA_042610855.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	418	3841907	68.0	15269
SAMN43024020	GCA_042610865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	354	3848515	68.0	17856
SAMN43024021	GCA_042610875.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	345	3853542	68.0	19569
SAMN43024018	GCA_042610925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	413	3837266	68.0	15269
SAMN43024017	GCA_042610945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	477	3828964	68.0	13406
SAMN43024014	GCA_042610965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	342	3853284	68.0	19620
SAMN43024016	GCA_042610975.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	401	3846318	68.0	15566
SAMN43024015	GCA_042610985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	373	3847223	68.0	17545
SAMN43024012	GCA_042611025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	345	3851866	68.0	19591
SAMN43024013	GCA_042611045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	339	3853476	68.0	19601
SAMN43024011	GCA_042611065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	358	3848406	68.0	18083
SAMN43024010	GCA_042611075.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	402	3844174	68.0	15622
SAMN44480251	GCA_046736165.1	Australia	2024.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104672	67.5	4104672
SAMN30963786	GCA_046883185.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1538	3505868	67.0	3526
SAMN30963783	GCA_046883205.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1686	3375176	67.0	3060
SAMN30963784	GCA_046883225.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1389	3609899	67.5	4076
SAMN30963785	GCA_046883245.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1689	3323936	67.0	3054
SAMN30963782	GCA_046883265.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1538	3563777	67.5	3656
SAMN30963780	GCA_046883305.1	Peru		SOURCE_DATABASE_GENBANK	Contig	1813	3331584	67.0	2746
SAMN44480252	GCA_046895385.1	Australia	2024.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104613	67.5	4104613
SAMN42391150	GCA_047323265.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104087	67.5	4104087
SAMN42391149	GCA_047323275.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106638	67.5	4106638
SAMN42391148	GCA_047323285.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106795	67.5	4106795
SAMN42391147	GCA_047323295.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107547	67.5	4107547
SAMN42391146	GCA_047323305.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105546	67.5	4105546
SAMN42391145	GCA_047323315.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104934	67.5	4104934
SAMN42391144	GCA_047323325.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104271	67.5	4104271
SAMN42391143	GCA_047323335.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107756	67.5	4107756
SAMN42391142	GCA_047323345.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108234	67.5	4108234
SAMN42391141	GCA_047323355.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107719	67.5	4107719
SAMN42391140	GCA_047323365.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108793	67.5	4108793
SAMN42391139	GCA_047323375.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106607	67.5	4106607
SAMN42391138	GCA_047323385.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4119841	67.5	4119841
SAMN42391137	GCA_047323395.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4119063	67.5	4119063
SAMN42391136	GCA_047323405.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111949	67.5	4111949
SAMN42391135	GCA_047323415.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4119634	67.5	4119634
SAMN42391134	GCA_047323425.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115431	67.5	4115431
SAMN42391133	GCA_047323435.1	China	2023.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109908	67.5	4109908
SAMN42391132	GCA_047323445.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109793	67.5	4109793
SAMN42391131	GCA_047323455.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4121597	67.5	4121597
SAMN42391130	GCA_047323465.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124553	67.5	4124553
SAMN42391129	GCA_047323475.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113079	67.5	4113079
SAMN42391128	GCA_047323485.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107387	67.5	4107387
SAMN42391127	GCA_047323495.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4139940	67.5	4139940
SAMN42391126	GCA_047323505.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105135	67.5	4105135
SAMN42391125	GCA_047323515.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130465	67.5	4130465
SAMN42391124	GCA_047323525.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124028	67.5	4124028
SAMN42391123	GCA_047323535.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4132548	67.5	4132548
SAMN42391122	GCA_047323545.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109743	67.5	4109743
SAMN42391121	GCA_047323555.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4127586	67.5	4127586
SAMN42391120	GCA_047323565.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129461	67.5	4129461
SAMN42391119	GCA_047323575.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124320	67.5	4124320
SAMN42391117	GCA_047323585.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130415	67.5	4130415
SAMN42391116	GCA_047323595.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4125250	67.5	4125250
SAMN42391115	GCA_047323605.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109737	67.5	4109737
SAMN42391114	GCA_047323645.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131527	67.5	4131527
SAMN42391113	GCA_047323655.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130399	67.5	4130399
SAMN42391112	GCA_047323665.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131464	67.5	4131464
SAMN42391111	GCA_047323735.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128919	67.5	4128919
SAMN42391109	GCA_047323745.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110520	67.5	4110520
SAMN42391110	GCA_047323755.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4135600	67.5	4135600
SAMN42391108	GCA_047323765.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130781	67.5	4130781
SAMN42391106	GCA_047323775.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4118889	67.5	4118889
SAMN42391107	GCA_047323785.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129344	67.5	4129344
SAMN42391105	GCA_047323825.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4133711	67.5	4133711
SAMN42391104	GCA_047323835.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110804	67.5	4110804
SAMN42391103	GCA_047323845.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115814	67.5	4115814
SAMN42391102	GCA_047323915.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4145416	67.5	4145416
SAMN42391101	GCA_047323935.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130360	67.5	4130360
SAMN42391100	GCA_047323945.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130359	67.5	4130359
SAMN42391099	GCA_047323955.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4147608	67.5	4147608
SAMN42391098	GCA_047323965.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129306	67.5	4129306
SAMN42391097	GCA_047323975.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4142753	67.5	4142753
SAMN42391096	GCA_047323985.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	4	4222221	67.5	3531012
SAMN42391095	GCA_047323995.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131969	67.5	4131969
SAMN42391094	GCA_047324005.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4132002	67.5	4132002
SAMN42391092	GCA_047324015.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4148800	67.5	4148800
SAMN42391093	GCA_047324025.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128123	67.5	4128123
SAMN42391091	GCA_047324035.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130418	67.5	4130418
SAMN42391090	GCA_047324045.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4148293	67.5	4148293
SAMN42391089	GCA_047324055.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130289	67.5	4130289
SAMN42391088	GCA_047324065.1	China	2021.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129568	67.5	4129568
SAMN42391118	GCA_047324075.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110780	67.5	4110780
SAMN46491808	GCA_047550995.1	USA	2024.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105330	67.5	4105330
SAMN48004136	GCA_050171155.1	India	2023.0	SOURCE_DATABASE_GENBANK	Contig	372	3737527	68.0	16241
SAMN12589529	GCA_050359815.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Scaffold	307	3884284	67.5	20943
SAMN12523761	GCA_050359825.2	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107748	67.5	4107748
SAMN11822278	GCA_050359875.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Contig	304	3870130	68.0	22532
SAMN12589388	GCA_050359935.1	missing		SOURCE_DATABASE_GENBANK	Contig	291	3836449	68.0	19472
SAMN11821961	GCA_050359955.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Contig	292	3841378	68.0	22686
SAMN11821785	GCA_050360035.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Contig	450	3811115	68.0	14995
SAMN11821748	GCA_050360055.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Contig	354	3864304	68.0	22340
SAMN13699850	GCA_050562285.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107399	67.5	4107399
SAMN13699860	GCA_050562295.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103302	67.5	4103302
SAMN12912230	GCA_050562305.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103132	67.5	4103132
SAMN12912193	GCA_050562315.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108526	67.5	4108526
SAMN13699847	GCA_050562325.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109378	67.5	4109378
SAMN12523734	GCA_050562335.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103221	67.5	4103221
SAMN12912215	GCA_050562345.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105195	67.5	4105195
SAMN12912225	GCA_050562355.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106395	67.5	4106395
SAMN12523750	GCA_050562365.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104216	67.5	4104216
SAMN12523736	GCA_050562375.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104233	67.5	4104233
SAMN12523724	GCA_050562385.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109333	67.5	4109333
SAMN12523719	GCA_050562395.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103204	67.5	4103204
SAMN12523735	GCA_050562405.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106258	67.5	4106258
SAMN12523715	GCA_050562415.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109541	67.5	4109541
SAMN12392419	GCA_050562425.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112285	67.5	4112285
SAMN12523712	GCA_050562435.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103470	67.5	4103470
SAMN12523711	GCA_050562445.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101163	67.5	4101163
SAMN12912208	GCA_050562455.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103398	67.5	4103398
SAMN12589492	GCA_050562465.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108500	67.5	4108500
SAMN12523762	GCA_050562475.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105317	67.5	4105317
SAMN12523731	GCA_050562485.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103227	67.5	4103227
SAMN12912203	GCA_050562495.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103896	67.5	4103896
SAMN12912197	GCA_050562505.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104621	67.5	4104621
SAMN12523763	GCA_050562515.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104238	67.5	4104238
SAMN13699875	GCA_050562525.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106917	67.5	4106917
SAMN13699870	GCA_050562535.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105320	67.5	4105320
SAMN13699865	GCA_050562545.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108440	67.5	4108440
SAMN12523726	GCA_050562555.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101119	67.5	4101119
SAMN12523742	GCA_050562565.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104228	67.5	4104228
SAMN12912188	GCA_050562575.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103132	67.5	4103132
SAMN12912184	GCA_050562585.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108048	67.5	4108048
SAMN12912179	GCA_050562595.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105875	67.5	4105875
SAMN12589487	GCA_050562605.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102214	67.5	4102214
SAMN12523747	GCA_050562615.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104133	67.5	4104133
SAMN12392429	GCA_050562625.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108363	67.5	4108363
SAMN12523752	GCA_050562635.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112200	67.5	4112200
SAMN12523713	GCA_050562645.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103493	67.5	4103493
SAMN13699880	GCA_050562655.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105295	67.5	4105295
SAMN13699855	GCA_050562665.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108420	67.5	4108420
SAMN18620797	GCA_050562675.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104792	67.5	4104792
SAMN12392424	GCA_050562685.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105100	67.5	4105100
SAMN12305718	GCA_050562695.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108456	67.5	4108456
SAMN12305729	GCA_050562705.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103437	67.5	4103437
SAMN12392435	GCA_050562715.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107272	67.5	4107272
SAMN12305734	GCA_050562725.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4089326	67.5	4089326
SAMN12305720	GCA_050562735.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108473	67.5	4108473
SAMN12305724	GCA_050562745.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105263	67.5	4105263
SAMN12305719	GCA_050562755.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109506	67.5	4109506
SAMN12305707	GCA_050562765.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103505	67.5	4103505
SAMN12305721	GCA_050562775.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108532	67.5	4108532
SAMN12305738	GCA_050562785.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112656	67.5	4112656
SAMN12305717	GCA_050562795.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109441	67.5	4109441
SAMN12108533	GCA_050562805.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105086	67.5	4105086
SAMN12305702	GCA_050562815.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103306	67.5	4103306
SAMN12108538	GCA_050562825.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108426	67.5	4108426
SAMN12305712	GCA_050562835.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109053	67.5	4109053
SAMN12108543	GCA_050562845.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109364	67.5	4109364
SAMN12108519	GCA_050562855.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4085724	67.5	4085724
SAMN12108529	GCA_050562865.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107972	67.5	4107972
SAMN12108524	GCA_050562875.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109837	67.5	4109837
SAMN12108514	GCA_050562885.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108260	67.5	4108260
SAMN12108490	GCA_050562895.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107255	67.5	4107255
SAMN11822270	GCA_050562905.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106382	67.5	4106382
SAMN11822261	GCA_050562915.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114793	67.5	4114793
SAMN11539731	GCA_050562925.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106404	67.5	4106404
SAMN11822264	GCA_050562935.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114793	67.5	4114793
SAMN11539735	GCA_050562945.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103978	67.5	4103978
SAMN11539730	GCA_050562955.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105789	67.5	4105789
SAMN11539703	GCA_050562965.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108389	67.5	4108389
SAMN11539725	GCA_050562975.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105919	67.5	4105919
SAMN11539705	GCA_050562985.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109418	67.5	4109418
SAMN11539681	GCA_050562995.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107283	67.5	4107283
SAMN11539702	GCA_050563005.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108309	67.5	4108309
SAMN11539704	GCA_050563015.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108320	67.5	4108320
SAMN11539701	GCA_050563025.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108368	67.5	4108368
SAMN11539679	GCA_050563035.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101055	67.5	4101055
